Artist,Album,Song,Lyric,SongNum,Year,lyrics_clean,sentiment
aborted,abortedchristdenied,Sea Of Cartilage,"Murder
Into the basement
My own private morgue
Necrotic restants are left to devour
I will not rest Until I've killed you all

Lunacy erupts from the world you breed
Nothing more than pustules &amp; crude organic waste
Mayhem indulging my hall of gore
I will not rest until you hang on my wall

Left in my sea of cartilage... I'm draped in blood

Severed head as ornament - my collection of the dead
Punctured cranial walls collapse - filled with acid, my aphrodisiac...

Slicing the meat, on your restants I feed
Slicing the meat, genitalia are what I need...
I have such sights to show you, beyond your boundaries
Nothing more than a pile of waste, the human race
Was destined to fade... Murder...

",2,0,"murder
into the basement
my own private morgue
necrotic restants are left to devour
i will not rest until ive killed you all

lunacy erupts from the world you breed
nothing more than pustules amp crude organic waste
mayhem indulging my hall of gore
i will not rest until you hang on my wall

left in my sea of cartilage im draped in blood

severed head as ornament  my collection of the dead
punctured cranial walls collapse  filled with acid my aphrodisiac

slicing the meat on your restants i feed
slicing the meat genitalia are what i need
i have such sights to show you beyond your boundaries
nothing more than a pile of waste the human race
was destined to fade murder",0.03571428571428571
aborted,abortedchristdenied,Symposium Of Semiology,"Interferon has failed, contagious viruses will prevail
Scrofula, Pneumoconiosis, Hacked, removed, deboned, killed... Rage...
Multifarious compound femure fracture, Valetudinary cause of spastic gesture
Erythrocyte sedimentation rates increase... Sanguine trephines pierce...

Gnashing tools of the trade, for incisions to be made... tools of the trade...

Interferon has failed, contagious viruses will prevail
Scrofula, Pneumoconiosis, Tympanitis, Encephalitis...
Vernicular deflection, bacterial assault, inflammation eruption
Epidermis freezing cold...
Colotis, flatulence, organic liquefaction...
No longer supporting human anatomy...
Erectile tissue chapped, hypodermic disruption...
Ostracized &amp; pining away... Rotting away in the mortuary cold...



",3,0,"interferon has failed contagious viruses will prevail
scrofula pneumoconiosis hacked removed deboned killed rage
multifarious compound femure fracture valetudinary cause of spastic gesture
erythrocyte sedimentation rates increase sanguine trephines pierce

gnashing tools of the trade for incisions to be made tools of the trade

interferon has failed contagious viruses will prevail
scrofula pneumoconiosis tympanitis encephalitis
vernicular deflection bacterial assault inflammation eruption
epidermis freezing cold
colotis flatulence organic liquefaction
no longer supporting human anatomy
erectile tissue chapped hypodermic disruption
ostracized amp pining away rotting away in the mortuary cold",-0.3071428571428571
aborted,coronaryreconstruction,Coronary Reconstruction,"As I dissect and reform
A psychopath cankered, by parasites debilitating
The lingering corpus of a once dreaded mind, fornever

Resecting this artery infesting disease
Cerebrum excavating

So imperfect a gluttonous waste of life injected
A sycophantic pathosis
Removal of the cancer that destitutes life

Once upon the slab it becomes discernible
A conceited gob of waste churns the pica
Into a shrouded monstrosity
Torment perfected

A coronary reconstruction momentous
Abolish this cesspool of hypocrisy
Obliterate the disease inside

So arrogant a ignoramus waste of life injected
A sycophantic morphosis
Remove the cancer that destitutes life

Murderous animus
Coronary reconstruction achieved
Through scalpel and blade this carcass has been redeemed

Once from the slab it becomes animate
A conceited gob of waste expelled
Nothing but a bag of dreck
Torment inflicted

Haemoglobin injected
The pustulent waste rejected

Eppicene - incarnadine no remorse, no regrets, no odium...

A coronary reconstruction momentous
Abolish this cesspool of hypocrisy
Defect the marasmus which infects the very soul...

",1,0,"as i dissect and reform
a psychopath cankered by parasites debilitating
the lingering corpus of a once dreaded mind fornever

resecting this artery infesting disease
cerebrum excavating

so imperfect a gluttonous waste of life injected
a sycophantic pathosis
removal of the cancer that destitutes life

once upon the slab it becomes discernible
a conceited gob of waste churns the pica
into a shrouded monstrosity
torment perfected

a coronary reconstruction momentous
abolish this cesspool of hypocrisy
obliterate the disease inside

so arrogant a ignoramus waste of life injected
a sycophantic morphosis
remove the cancer that destitutes life

murderous animus
coronary reconstruction achieved
through scalpel and blade this carcass has been redeemed

once from the slab it becomes animate
a conceited gob of waste expelled
nothing but a bag of dreck
torment inflicted

haemoglobin injected
the pustulent waste rejected

eppicene  incarnadine no remorse no regrets no odium

a coronary reconstruction momentous
abolish this cesspool of hypocrisy
defect the marasmus which infects the very soul",-0.10714285714285714
aborted,coronaryreconstruction,From A Tepid Whiff,"This Lingering odor
An abrasive scent to most yet a perfume I adore
Operating doors
Enfold a corpuscle that strolls in
to fulfill my needs

Obnoxious gangrenous obsession
A malodorous confession once I

Commence the Y - incision, reveal the bouquet of perfume within
The smell of plaguing chyme Is nauseatingly compelling...

Smell the rot, a goreastic plot...
Prolonging spumescence to re-enrich the reek...
Bacterial excoriation releasing an aroma so sweet...

A heaving puzzle of gore...
An abrasive act to some yet a profession I adore...
The intestinal tracts sets to the fore...
A luscious  banquet of feces so delightfully emetic...

Consciously addicted I reveal
A bouquet of carnal rot
Lewd demeanor of a brilliant mind...
from a tepid whiff...

Your cadaver I corrupt...
Nothing but an emptied husk...
Your decayed remains I defile...
Parturient to my grand smile...

Obnoxious gangrenous obsession
A malodorous confession...

Bathing in globulous rot...
With feces I am adorn...
Entranced by the stench of manure...
Parturient to my grand smile...

Obnoxious gangrenous obsession
A malodorous confession...
Satisfied by the aromatic holocaust I wreaked
A pungent infatuation from the ass cheek bereaved...

",2,0,"this lingering odor
an abrasive scent to most yet a perfume i adore
operating doors
enfold a corpuscle that strolls in
to fulfill my needs

obnoxious gangrenous obsession
a malodorous confession once i

commence the y  incision reveal the bouquet of perfume within
the smell of plaguing chyme is nauseatingly compelling

smell the rot a goreastic plot
prolonging spumescence to reenrich the reek
bacterial excoriation releasing an aroma so sweet

a heaving puzzle of gore
an abrasive act to some yet a profession i adore
the intestinal tracts sets to the fore
a luscious  banquet of feces so delightfully emetic

consciously addicted i reveal
a bouquet of carnal rot
lewd demeanor of a brilliant mind
from a tepid whiff

your cadaver i corrupt
nothing but an emptied husk
your decayed remains i defile
parturient to my grand smile

obnoxious gangrenous obsession
a malodorous confession

bathing in globulous rot
with feces i am adorn
entranced by the stench of manure
parturient to my grand smile

obnoxious gangrenous obsession
a malodorous confession
satisfied by the aromatic holocaust i wreaked
a pungent infatuation from the ass cheek bereaved",0.3541666666666667
aborted,coronaryreconstruction,Grime,"A misanthropic vision ГўВЂВ“ apathy is omnipresent...
All I see is a congregation of crud...
A waste of space serving none but my cravings

A delicate selection of the tools of my trade
All shall fall with a thrust of steel
Hammer at hand, blunt force trauma impending

A ritual concoction ГўВЂВ“ with a slight hint of insanity
Your utopic society lies awash, no standards, no morals
Only grime remains ГўВЂВ“ a monument of integrity
Only grime remains

Decrepit and stale, only picturesque remnants of your salivating ignorance
You all stare into a bottomless pit, with a cracking sound I relieve this earth from another piece of shit

A misanthropic vision ГўВЂВ“ apathy is omnipresent...
A waste of space serving none but my cravings

A delicate selection of the tools of my trade
All shall fall with a thrust of steel
Hammer at hand, blunt force trauma impending

Timeless wonder, the moldy scent of blood
Soothing silence, the destruction of your world
Timeless wonder, the omnipresence of death
Soothing silence, the destruction of your world

I just had to destroy something beautiful
Scraping cranial matter, a picturesque view of it all
Is this hysteria? Human nature at its purest form

For all I care call me obscene
And pretend to live your life pristine
Rancor fed those like me grow
To feed until there is nothing  to show

A ritual concoction ГўВЂВ“ with a slight hint of insanity
A sensible inheritance ГўВЂВ“ the destruction of decency
Standing in a pool of blood - the remnants of my bidding

",3,0,"a misanthropic vision гўвђв apathy is omnipresent
all i see is a congregation of crud
a waste of space serving none but my cravings

a delicate selection of the tools of my trade
all shall fall with a thrust of steel
hammer at hand blunt force trauma impending

a ritual concoction гўвђв with a slight hint of insanity
your utopic society lies awash no standards no morals
only grime remains гўвђв a monument of integrity
only grime remains

decrepit and stale only picturesque remnants of your salivating ignorance
you all stare into a bottomless pit with a cracking sound i relieve this earth from another piece of shit

a misanthropic vision гўвђв apathy is omnipresent
a waste of space serving none but my cravings

a delicate selection of the tools of my trade
all shall fall with a thrust of steel
hammer at hand blunt force trauma impending

timeless wonder the moldy scent of blood
soothing silence the destruction of your world
timeless wonder the omnipresence of death
soothing silence the destruction of your world

i just had to destroy something beautiful
scraping cranial matter a picturesque view of it all
is this hysteria human nature at its purest form

for all i care call me obscene
and pretend to live your life pristine
rancor fed those like me grow
to feed until there is nothing  to show

a ritual concoction гўвђв with a slight hint of insanity
a sensible inheritance гўвђв the destruction of decency
standing in a pool of blood  the remnants of my bidding",-0.05293560606060605
aborted,coronaryreconstruction,A Cadaverous Dissertation,"Through scabs and boils we chisel on...
A decrepit homage to unfold...

These wretched deeds we enumerate...
No artery untouched, no vessel un-drained...
Your noxious cadaver we investigate...
A novel of grotesque narrations...

Every sick detail documented...
By scalpel and blade I am fascinated...
A vagary of interest...
Lewd is our presentation...

This retched corpse we gladly dismember...
A rotting shrine, a puzzle to unfold...
Necrotic tissue vacillating...
We're fornicating science...

An odious ode ГўВЂВ“ latent minutia, so perceivable...
Hypocratic oath conflicted ГўВЂВ“  effete urethra, despicable...

We exorcise our pestilent scorn, our deeds rejected...
Unfolding thesis too constrict, the judges malcontented...
How little do they know, abomination projected...
How little do they know, we are demented...

Practitioners stand in awe...
Through scabs and boils we chisel on...
A decrepit homage to unfold...

These wretched deeds we enumerate...
No artery untouched, no vessel un-drained...
Your noxious cadaver we investigate...
A novel of grotesque narrations...

This retched corpse we gladly dismember...
A rotting shrine, a puzzle to unfold...
We're fornicating science...

How little do they know, infamy projected...
How little do they know......

Cadaverous dissertation...
Pathological abomination...

Practitioners stand in awe...
Through scabs and boils we chisel on...
A decrepit homage to unfold...
These wretched deeds we enumerate...
A cadaverous dissertation...

Cadaverous dissertation

Cadaverous dissertation...
Through the dead my curiosity is complete...

",4,0,"through scabs and boils we chisel on
a decrepit homage to unfold

these wretched deeds we enumerate
no artery untouched no vessel undrained
your noxious cadaver we investigate
a novel of grotesque narrations

every sick detail documented
by scalpel and blade i am fascinated
a vagary of interest
lewd is our presentation

this retched corpse we gladly dismember
a rotting shrine a puzzle to unfold
necrotic tissue vacillating
were fornicating science

an odious ode гўвђв latent minutia so perceivable
hypocratic oath conflicted гўвђв  effete urethra despicable

we exorcise our pestilent scorn our deeds rejected
unfolding thesis too constrict the judges malcontented
how little do they know abomination projected
how little do they know we are demented

practitioners stand in awe
through scabs and boils we chisel on
a decrepit homage to unfold

these wretched deeds we enumerate
no artery untouched no vessel undrained
your noxious cadaver we investigate
a novel of grotesque narrations

this retched corpse we gladly dismember
a rotting shrine a puzzle to unfold
were fornicating science

how little do they know infamy projected
how little do they know

cadaverous dissertation
pathological abomination

practitioners stand in awe
through scabs and boils we chisel on
a decrepit homage to unfold
these wretched deeds we enumerate
a cadaverous dissertation

cadaverous dissertation

cadaverous dissertation
through the dead my curiosity is complete",-0.1512987012987013
aborted,createdtokill,Suffer The Children,"[Napalm Death Cover]

Your unflappable conception moralistic views
Never open to criticism your overpowering ruse
Promises of sanctuary in eternal bliss
With starry eyes and cash in hand
Pledge all to the masters plan
Just face the truth or fund the farce
At one with your god your sole intent
Your treasured place assured
For a substantial rent
Global lunacy death threats for supposed blasphemy
No room for free thought
All non believers pushed to the floor
Aggressive tyrants supposed saints for the cause
Judgment through force faith a fuel for pointless war
When all is done who shall benefit?
Who is the one?
Not those dictators divine waving their deceitful wands



",7,0,"napalm death cover

your unflappable conception moralistic views
never open to criticism your overpowering ruse
promises of sanctuary in eternal bliss
with starry eyes and cash in hand
pledge all to the masters plan
just face the truth or fund the farce
at one with your god your sole intent
your treasured place assured
for a substantial rent
global lunacy death threats for supposed blasphemy
no room for free thought
all non believers pushed to the floor
aggressive tyrants supposed saints for the cause
judgment through force faith a fuel for pointless war
when all is done who shall benefit
who is the one
not those dictators divine waving their deceitful wands",-0.041666666666666664
aborted,Engineering The Dead,The Holocaust Incarnate,"[music: nick, aborted; lyrics:nick]

Why not trample the vermin crawling beneath your feet ?
Why not drown the parasitic rats which you lead ?
They leech on your back, squander the air you breath

Minced intestines, nail-pierced genitals
amputated limbs, urine injection
A misantropic murder mind
more corpses to roast and grind

Prisoner of war, casualty of doctinal gore
Block II-a moribund humans store

Anition through hibernal confinement
Don't ask what was this implants content
How long can a human being stand up straight?
At which point does medical intervention come too late?

Surgical experiments, the infernal doctor awaits
Ingrained hatred and pathological ingenuity it takes

Subordinate to the doctor of death
Hydrocyanic fumes shall fill your last breath
A genocidal strategy with immaculate tact

",1,2001,"music nick aborted lyricsnick

why not trample the vermin crawling beneath your feet 
why not drown the parasitic rats which you lead 
they leech on your back squander the air you breath

minced intestines nailpierced genitals
amputated limbs urine injection
a misantropic murder mind
more corpses to roast and grind

prisoner of war casualty of doctinal gore
block iia moribund humans store

anition through hibernal confinement
dont ask what was this implants content
how long can a human being stand up straight
at which point does medical intervention come too late

surgical experiments the infernal doctor awaits
ingrained hatred and pathological ingenuity it takes

subordinate to the doctor of death
hydrocyanic fumes shall fill your last breath
a genocidal strategy with immaculate tact",0.043750000000000004
aborted,Engineering The Dead,Nailed Through Her Cunt,"[music: nick, aborted; lyrics: nick]

Rancour fed I grasp her head
Hurl her ass against the wall
Merry thoughts I disenthrall
Taking my nails to devour her entrails

With excremental lubricant I force them down in her cunt
Violently piercing her insides - Emotions I can no longer hide
Feel the steel engrain - Enjoy the skewering pain
Anal crucifixion - Hammering
Suffer in humility - Piercing to the vaginal cavity
Sanguinary feces - Nailing

She regurgitates the blood - emerging from your sieved guts
Oligophrenic debaucheries - mutilations one never sees

Affectionate reminiscences - A canvas of carnal decadence
Expediting decay, defecating matter - Sphinctral impalement, lancing her bladder
Rectal and intestinal suffering - Lacerating delights I bring

Mutilated in her riddled ass - Remnants of what she once was
You dirty slut you get what you deserve
Defecating as haematemsia emerge

Meathook penetration - Rectal defenstration
A morbid row of guts &amp; gore
With your mangled bowels scattered on the floor

",2,2001,"music nick aborted lyrics nick

rancour fed i grasp her head
hurl her ass against the wall
merry thoughts i disenthrall
taking my nails to devour her entrails

with excremental lubricant i force them down in her cunt
violently piercing her insides  emotions i can no longer hide
feel the steel engrain  enjoy the skewering pain
anal crucifixion  hammering
suffer in humility  piercing to the vaginal cavity
sanguinary feces  nailing

she regurgitates the blood  emerging from your sieved guts
oligophrenic debaucheries  mutilations one never sees

affectionate reminiscences  a canvas of carnal decadence
expediting decay defecating matter  sphinctral impalement lancing her bladder
rectal and intestinal suffering  lacerating delights i bring

mutilated in her riddled ass  remnants of what she once was
you dirty slut you get what you deserve
defecating as haematemsia emerge

meathook penetration  rectal defenstration
a morbid row of guts amp gore
with your mangled bowels scattered on the floor",-0.29111111111111115
aborted,Engineering The Dead,To Roast amp_ Grind,"[Music: Thijs, Aborted; Lyrics: Sven]

Serialistic - Thriving on my lust to kill
A half gnashed torso skulpted at my will
Blood is pumping as I retract the cleaver
Necrotic fungus, man has found its redeemer

Enter into the realm of gore
Parisitic I feed on you worms
where love is cancer and apathy is bliss
I - am an artist of coital bile
forcing my ways into flesh with desire
Incinerations of those who stand amidst
more bodies for me to roast and grind...

Voluptiosly I trampled, rendered to snot
savagely I lacerate, grinding your fucking face

Aroused by the pile of chunks
I must satisfie my needs
the gasping wounds are grasping
around my flesh impaling cock
upon your cadaver I piss...

",3,2001,"music thijs aborted lyrics sven

serialistic  thriving on my lust to kill
a half gnashed torso skulpted at my will
blood is pumping as i retract the cleaver
necrotic fungus man has found its redeemer

enter into the realm of gore
parisitic i feed on you worms
where love is cancer and apathy is bliss
i  am an artist of coital bile
forcing my ways into flesh with desire
incinerations of those who stand amidst
more bodies for me to roast and grind

voluptiosly i trampled rendered to snot
savagely i lacerate grinding your fucking face

aroused by the pile of chunks
i must satisfie my needs
the gasping wounds are grasping
around my flesh impaling cock
upon your cadaver i piss",0.06666666666666668
aborted,Engineering The Dead,Engineering The Dead,"[music: nick, aborted; lyrics: nick]

Stroke of twelve rings out
Deep within the grave a shout
Scraping coffin lids beneath rorulent soil
Resuscitation of moral coil
Artifical rebirth
Shaking off the dust and earth
Resurgence from beyond the grave

Necrotomy of the long decayed

Haematobic corpse machines
Vivifying deceased human beings

Contrivance implantation
Nucleus of resurrection

Resecting mouldered viscara
Rabidly refining my cacaesthesia

Rapacity of man
The hunger of the damned

Stench of rotting flesh
Guts torn out of heaving chest
Carnal gluttony feeds the hecatomb
Earth gradually succumbs

",4,2001,"music nick aborted lyrics nick

stroke of twelve rings out
deep within the grave a shout
scraping coffin lids beneath rorulent soil
resuscitation of moral coil
artifical rebirth
shaking off the dust and earth
resurgence from beyond the grave

necrotomy of the long decayed

haematobic corpse machines
vivifying deceased human beings

contrivance implantation
nucleus of resurrection

resecting mouldered viscara
rabidly refining my cacaesthesia

rapacity of man
the hunger of the damned

stench of rotting flesh
guts torn out of heaving chest
carnal gluttony feeds the hecatomb
earth gradually succumbs",-0.0125
aborted,Engineering The Dead,Eructations Of Carnal Artistry,"[music: nick, aborted; lyrics: nick]

Random torture, suffer by my hand
Slicing and cutting, submit to my torment
Pierced with nails, wired to the celing
Reincarnated puppet, patched human being
Vacilating on the verge in a blaze of gory
Moulding the eructations of my carnal artistry

Gathering the insides, winnowing inferior guts
I sever and dismember, hack fervidly with gasping cuts

Muscular limbs, a perfect casket
The slenderest torso, how fanatic can I get ?
Diffirent corporal parts, agglutinated with suture
From a mental delusion to a morbid stature

Rashes of skin, stiched from within
I'm pulling the strings, resurgence spreads its wings
Veins are dangling, bloody chunks exfoliate
Its countenace purses, the artefact expectorates
My creative is urge fed by engineering the dead
Excessive gore is what I need
to nurture my carnarstistic need.

",5,2001,"music nick aborted lyrics nick

random torture suffer by my hand
slicing and cutting submit to my torment
pierced with nails wired to the celing
reincarnated puppet patched human being
vacilating on the verge in a blaze of gory
moulding the eructations of my carnal artistry

gathering the insides winnowing inferior guts
i sever and dismember hack fervidly with gasping cuts

muscular limbs a perfect casket
the slenderest torso how fanatic can i get 
diffirent corporal parts agglutinated with suture
from a mental delusion to a morbid stature

rashes of skin stiched from within
im pulling the strings resurgence spreads its wings
veins are dangling bloody chunks exfoliate
its countenace purses the artefact expectorates
my creative is urge fed by engineering the dead
excessive gore is what i need
to nurture my carnarstistic need",-0.15909090909090912
aborted,Engineering The Dead,Sphinctral Enthrallment,"[Music: Thijs, Aborted; Lyrics: Sven]

Fecal obsession, Fixated on my own turds
sewed down the anus
forcing the crad to fester among my intestines
walking heap of human methane
ready to burst giving the impression of pregnancy
the turds start to revolt, taking over it's host
internal infestation propagating it's way
the intestinal walls colapse injecting veins with filth

walking human methane bomb ready to crack
as shit is oozing out of my pores, my colon walls to collaps
walking human methane bomb ready to hatch
shit is thrusting in my veins- cardiac arrest

Sphinctral enthrallment - shit pumping up the smothered rectum
Sphinctral enthrallment - internal bloodflow congested by feces

the pedestool randomly sprayed with feces and guts
a pittoresque canvas of coprophageous hordseuvers

bypassers repulsed by the burning anal scent,
all admiring this sculpture of steaming excrements
adding puke to the recipe

admiring this shinctral abattoir, victims of this coprophageous war
getting off the stench of bile and spunk, i sphincturbate and defile

sphinctral enthrallment

",6,2001,"music thijs aborted lyrics sven

fecal obsession fixated on my own turds
sewed down the anus
forcing the crad to fester among my intestines
walking heap of human methane
ready to burst giving the impression of pregnancy
the turds start to revolt taking over its host
internal infestation propagating its way
the intestinal walls colapse injecting veins with filth

walking human methane bomb ready to crack
as shit is oozing out of my pores my colon walls to collaps
walking human methane bomb ready to hatch
shit is thrusting in my veins cardiac arrest

sphinctral enthrallment  shit pumping up the smothered rectum
sphinctral enthrallment  internal bloodflow congested by feces

the pedestool randomly sprayed with feces and guts
a pittoresque canvas of coprophageous hordseuvers

bypassers repulsed by the burning anal scent
all admiring this sculpture of steaming excrements
adding puke to the recipe

admiring this shinctral abattoir victims of this coprophageous war
getting off the stench of bile and spunk i sphincturbate and defile

sphinctral enthrallment",-0.009722222222222233
aborted,Engineering The Dead,Skullfuck Crescendo,"[music: nick, aborted; lyrics: nick]

Abraising your eye socket walls
imploding your eyeballs
orgasm piercing through your brain
shining cum, perforating pain

I pull the trigger and I cum
with your head spreared on my gun
observe the metal coming near
the gory end of your moral fear

Riot-fuck the faecial breed
Hallowed be this cleansing dead
Frightened face splits wide open
Sickly pleased I shoot again

Cranium spread all over the floor
Chunks of brain slide from the door
i could kill every last one of you

Skullfuck you all is what I'll do

",7,2001,"music nick aborted lyrics nick

abraising your eye socket walls
imploding your eyeballs
orgasm piercing through your brain
shining cum perforating pain

i pull the trigger and i cum
with your head spreared on my gun
observe the metal coming near
the gory end of your moral fear

riotfuck the faecial breed
hallowed be this cleansing dead
frightened face splits wide open
sickly pleased i shoot again

cranium spread all over the floor
chunks of brain slide from the door
i could kill every last one of you

skullfuck you all is what ill do",-0.07777777777777778
aborted,Engineering The Dead,Exhuming The Infested (Necro-Eroticism Part 2),"[Music: Thijs, Aborted; Lyrics: Sven]

Again I penetrate the graveyard soil
my necrotic needs are reborn
thrashing my way into the infested
I catch a glimpse of the dead
Choosing my fuckhole - an adrenaline brush

Forcing my pole into her cave, dyhadrated &amp; harsh
Irritated by the decomposed urethra,
a mushier twat I seek

Amidst the heap of decaying matter
a bloated cadaver stands out
gnashing and bashing into these infested
festering wounds start to reck
I thrust her into half - Bathing in spunk

Thursting and pumping my maetpole
savagely I ejaculate, The worm invested cavities impaled
Congesting the crud beneath
The warmth of my seed, infiltration through the urinal tube
The parasites start to feed, orgasm achieved by the
gnashing of my beef

These corpses that now lie defiled I stalk this soil with lust
The next carcass heavily impaled, more dead tissue on my cock

Unsaturated by the ones below
Digging digging, eaten from inside
All that rots must clear my path...

Line-up:
Nick - Fleshwires
Koen - Bassturbations
Sven - Oral Artistry
Frank - Percussive Mayhem
Thijs - String Exhumations




",8,2001,"music thijs aborted lyrics sven

again i penetrate the graveyard soil
my necrotic needs are reborn
thrashing my way into the infested
i catch a glimpse of the dead
choosing my fuckhole  an adrenaline brush

forcing my pole into her cave dyhadrated amp harsh
irritated by the decomposed urethra
a mushier twat i seek

amidst the heap of decaying matter
a bloated cadaver stands out
gnashing and bashing into these infested
festering wounds start to reck
i thrust her into half  bathing in spunk

thursting and pumping my maetpole
savagely i ejaculate the worm invested cavities impaled
congesting the crud beneath
the warmth of my seed infiltration through the urinal tube
the parasites start to feed orgasm achieved by the
gnashing of my beef

these corpses that now lie defiled i stalk this soil with lust
the next carcass heavily impaled more dead tissue on my cock

unsaturated by the ones below
digging digging eaten from inside
all that rots must clear my path

lineup
nick  fleshwires
koen  bassturbations
sven  oral artistry
frank  percussive mayhem
thijs  string exhumations",-0.04583333333333332
aborted,Global Flatline,The Kallinger Theory,"al shall fall for my clerical hallucinations
reallity distorted, a murderous trance
3 million dead, 3 million entombed
misanthropic insanity

a clear path to become god - relentless bloodshed

deprecation, aberration, hysteria
maniacal urge to mruder the world
my path to become god
by the saw and blade I will cleanse
the world from all the walking filth
end of an age, maniacal rage
rabid thrist for death
foul carnal corruption
a sack of flesh coming to its end
a divine modulation, the ending of an age

I did thy bidding, I did thy killing you gave me purpose
I follow the voices inside my head

The Kallinger theory - 3 million dead
a task fulfilled with great rancor
emissary of the dead
the path to enlightenment
emissary of the dead

I did thy bidding, I did thy killing you gave me purpose
I follow the voices inside my head
The Kallinger theory - 3 million dead
The Kallinger theory - entranced and depraved
The Kallinger theory - 3 million dead
The Kallinger theory - entranced and decayed

",10,2012,"al shall fall for my clerical hallucinations
reallity distorted a murderous trance
3 million dead 3 million entombed
misanthropic insanity

a clear path to become god  relentless bloodshed

deprecation aberration hysteria
maniacal urge to mruder the world
my path to become god
by the saw and blade i will cleanse
the world from all the walking filth
end of an age maniacal rage
rabid thrist for death
foul carnal corruption
a sack of flesh coming to its end
a divine modulation the ending of an age

i did thy bidding i did thy killing you gave me purpose
i follow the voices inside my head

the kallinger theory  3 million dead
a task fulfilled with great rancor
emissary of the dead
the path to enlightenment
emissary of the dead

i did thy bidding i did thy killing you gave me purpose
i follow the voices inside my head
the kallinger theory  3 million dead
the kallinger theory  entranced and depraved
the kallinger theory  3 million dead
the kallinger theory  entranced and decayed",-0.037500000000000006
aborted,Global Flatline,Our Father_ Who Art Of Feces,"blessed be the ones who show no remorse
the lecherous mongrels that serve your cause
to worship and idolize a pile of decay
to rob infertile minds of any sense of reality
your fraudulent joke exposed

where is your savior
a deceit so picturesque and pertinently skewed
like a vulture you prey on the weak
the culmination of hypocrisy

lies upon lies, upon lies, upon lies
haven't centuries of bullshit been enough
nothing but crud in retrospect
the blessing you have left
our father who art of feces

the rich get richer, the poor poorer
haven't centuries of torment been enough
nothing but shit in retrospect
the curse you have left
are father who art of feces
where is your fucking savior
where is your savior now

for he brings damnation
a reality so disconnected and permanently screwed
like a vulture you prey on the week

the culmination of all thy greed
lies upon lies, upon lies, upon lies
haven't centuries of bullshit been enough
nothing but crud in retrospect
the blessing you have left
our father who art of feces

",11,2012,"blessed be the ones who show no remorse
the lecherous mongrels that serve your cause
to worship and idolize a pile of decay
to rob infertile minds of any sense of reality
your fraudulent joke exposed

where is your savior
a deceit so picturesque and pertinently skewed
like a vulture you prey on the weak
the culmination of hypocrisy

lies upon lies upon lies upon lies
havent centuries of bullshit been enough
nothing but crud in retrospect
the blessing you have left
our father who art of feces

the rich get richer the poor poorer
havent centuries of torment been enough
nothing but shit in retrospect
the curse you have left
are father who art of feces
where is your fucking savior
where is your savior now

for he brings damnation
a reality so disconnected and permanently screwed
like a vulture you prey on the week

the culmination of all thy greed
lies upon lies upon lies upon lies
havent centuries of bullshit been enough
nothing but crud in retrospect
the blessing you have left
our father who art of feces",-0.10909090909090911
aborted,Global Flatline,Grime,"A misanthropic vision ГўВЂВ“ apathy is omnipresent...
All I see is a congregation of crud...
A waste of space serving none but my cravings

A delicate selection of the tools of my trade
All shall fall with a thrust of steel
Hammer at hand, blunt force trauma impending

A ritual concoction ГўВЂВ“ with a slight hint of insanity
Your utopic society lies awash, no standards, no morals
Only grime remains ГўВЂВ“ a monument of integrity
Only grime remains

Decrepit and stale, only picturesque remnants of your salivating ignorance
You all stare into a bottomless pit, with a cracking sound I relieve this earth from another piece of shit

A misanthropic vision ГўВЂВ“ apathy is omnipresent...
A waste of space serving none but my cravings

A delicate selection of the tools of my trade
All shall fall with a thrust of steel
Hammer at hand, blunt force trauma impending

Timeless wonder, the moldy scent of blood
Soothing silence, the destruction of your world
Timeless wonder, the omnipresence of death
Soothing silence, the destruction of your world

I just had to destroy something beautiful
Scraping cranial matter, a picturesque view of it all
Is this hysteria? Human nature at its purest form

For all I care call me obscene
And pretend to live your life pristine
Rancor fed those like me grow
To feed until there is nothing  to show

A ritual concoction ГўВЂВ“ with a slight hint of insanity
A sensible inheritance ГўВЂВ“ the destruction of decency
Standing in a pool of blood - the remnants of my bidding

",12,2012,"a misanthropic vision гўвђв apathy is omnipresent
all i see is a congregation of crud
a waste of space serving none but my cravings

a delicate selection of the tools of my trade
all shall fall with a thrust of steel
hammer at hand blunt force trauma impending

a ritual concoction гўвђв with a slight hint of insanity
your utopic society lies awash no standards no morals
only grime remains гўвђв a monument of integrity
only grime remains

decrepit and stale only picturesque remnants of your salivating ignorance
you all stare into a bottomless pit with a cracking sound i relieve this earth from another piece of shit

a misanthropic vision гўвђв apathy is omnipresent
a waste of space serving none but my cravings

a delicate selection of the tools of my trade
all shall fall with a thrust of steel
hammer at hand blunt force trauma impending

timeless wonder the moldy scent of blood
soothing silence the destruction of your world
timeless wonder the omnipresence of death
soothing silence the destruction of your world

i just had to destroy something beautiful
scraping cranial matter a picturesque view of it all
is this hysteria human nature at its purest form

for all i care call me obscene
and pretend to live your life pristine
rancor fed those like me grow
to feed until there is nothing  to show

a ritual concoction гўвђв with a slight hint of insanity
a sensible inheritance гўвђв the destruction of decency
standing in a pool of blood  the remnants of my bidding",-0.05293560606060605
